phase,symbol,month,method,n,BA,accuracy,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
later,AMZN,2018-12,PRICE_R1,54,0.5323308270676692,0.5185185185185185,0.061928224614379454,0.2584394215807982,0.6225563909774435,0.5789473684210527,0.4857142857142857,0.5370370370370371,False
later,AMZN,2019-01,PRICE_R1,63,0.44263157894736843,0.47619047619047616,-0.11775013847245042,0.272779513025182,0.3821052631578947,0.6052631578947368,0.28,0.6507936507936508,False
later,AMZN,2019-02,PRICE_R1,2,0.5,0.5,0.0,0.26145143278404165,0.0,1.0,0.0,1.0,True
later,AMZN,2018-11,AUG_FULL_LR,60,0.3611111111111111,0.38333333333333336,-0.2760262237369417,0.28147355665813156,0.35995370370370366,0.4722222222222222,0.25,0.5833333333333334,False
later,AMZN,2018-12,AUG_FULL_LR,54,0.5105263157894737,0.5370370370370371,0.02046118977677837,0.24416203046903281,0.5609022556390977,0.42105263157894735,0.6,0.4074074074074074,False
later,AMZN,2019-01,AUG_FULL_LR,63,0.4242105263157895,0.4126984126984127,-0.14985372985307102,0.2826748989248196,0.38,0.3684210526315789,0.48,0.42857142857142855,False
later,AMZN,2019-02,AUG_FULL_LR,2,0.5,0.5,0.0,0.24498590902081224,1.0,1.0,0.0,1.0,True
later,AMZN,2018-11,AUG_TFIDF_SVM,60,0.4097222222222222,0.4166666666666667,-0.17700595650776493,0.26588342082628086,0.3935185185185185,0.4444444444444444,0.375,0.5166666666666667,False
later,AMZN,2018-12,AUG_TFIDF_SVM,54,0.46691729323308273,0.5740740740740741,-0.08894426374397893,0.25144374855125,0.4330827067669173,0.10526315789473684,0.8285714285714286,0.14814814814814814,False
later,AMZN,2019-01,AUG_TFIDF_SVM,63,0.4784210526315789,0.42857142857142855,-0.04850797373873086,0.2782545978142993,0.4321052631578947,0.23684210526315788,0.72,0.25396825396825395,False
later,AMZN,2019-02,AUG_TFIDF_SVM,2,0.5,0.5,0.0,0.25849112588119016,0.0,1.0,0.0,1.0,True
later,AMZN,2018-11,AUG_FINBERT_LR,60,0.4791666666666667,0.5,-0.041666666666666664,0.2660672707119701,0.43634259259259256,0.5833333333333334,0.375,0.6,False
later,AMZN,2018-12,AUG_FINBERT_LR,54,0.5060150375939849,0.5,0.011497766236936196,0.25643953290073546,0.4992481203007519,0.5263157894736842,0.4857142857142857,0.5185185185185185,False
later,AMZN,2019-01,AUG_FINBERT_LR,63,0.4357894736842105,0.47619047619047616,-0.1349735909614838,0.2737959271168714,0.3452631578947369,0.631578947368421,0.24,0.6825396825396826,False
later,AMZN,2019-02,AUG_FINBERT_LR,2,0.5,0.5,0.0,0.2533677306894546,1.0,1.0,0.0,1.0,True
later,AMZN,2018-11,AUG_FINMODERN_LR,60,0.4861111111111111,0.5333333333333333,-0.03077287274483318,0.2857500283982248,0.4618055555555556,0.7222222222222222,0.25,0.7333333333333333,False
later,AMZN,2018-12,AUG_FINMODERN_LR,54,0.4345864661654135,0.4074074074074074,-0.1281568465843045,0.27548577865494867,0.6015037593984962,0.5263157894736842,0.34285714285714286,0.6111111111111112,False
later,AMZN,2019-01,AUG_FINMODERN_LR,63,0.39,0.4126984126984127,-0.21862355270248857,0.297997112586581,0.4031578947368421,0.5,0.28,0.5873015873015873,False
later,AMZN,2019-02,AUG_FINMODERN_LR,2,0.0,0.0,-1.0,0.2996683180343911,0.0,0.0,0.0,0.5,False
later,AMZN,2018-11,AUG_EVENT_META,60,0.5208333333333334,0.5333333333333333,0.041192627728581725,0.28780707637699543,0.5358796296296297,0.5833333333333334,0.4583333333333333,0.5666666666666667,False
later,AMZN,2018-12,AUG_EVENT_META,54,0.5203007518796992,0.5185185185185185,0.038778336716474064,0.2909463089822413,0.5578947368421052,0.5263157894736842,0.5142857142857142,0.5,False
later,AMZN,2019-01,AUG_EVENT_META,63,0.4552631578947368,0.5079365079365079,-0.10056531140956397,0.3002241706625126,0.3368421052631579,0.7105263157894737,0.2,0.746031746031746,False
later,AMZN,2019-02,AUG_EVENT_META,2,0.5,0.5,0.0,0.3564880707894422,0.0,1.0,0.0,1.0,True
later,AMZN,2018-11,ORIG_PRICE_R1,60,0.5277777777777778,0.55,0.055978284637523995,0.2844212127969923,0.5173611111111112,0.6388888888888888,0.4166666666666667,0.6166666666666667,False
later,AMZN,2018-12,ORIG_PRICE_R1,54,0.5323308270676692,0.5185185185185185,0.061928224614379454,0.2584394215807982,0.6225563909774435,0.5789473684210527,0.4857142857142857,0.5370370370370371,False
later,AMZN,2019-01,ORIG_PRICE_R1,63,0.44263157894736843,0.47619047619047616,-0.11775013847245042,0.272779513025182,0.3821052631578947,0.6052631578947368,0.28,0.6507936507936508,False
later,AMZN,2019-02,ORIG_PRICE_R1,2,0.5,0.5,0.0,0.26145143278404165,0.0,1.0,0.0,1.0,True
later,AMZN,2018-11,ORIG_FULL_LR,60,0.5138888888888888,0.5166666666666667,0.02723168561657922,0.267106988666287,0.5370370370370371,0.5277777777777778,0.5,0.5166666666666667,False
later,AMZN,2018-12,ORIG_FULL_LR,54,0.606015037593985,0.6296296296296297,0.20770247549870044,0.23183241241765348,0.6270676691729323,0.5263157894736842,0.6857142857142857,0.3888888888888889,False
later,AMZN,2019-01,ORIG_FULL_LR,63,0.49684210526315786,0.49206349206349204,-0.006186882248897459,0.27251657027097936,0.44105263157894736,0.47368421052631576,0.52,0.47619047619047616,False
later,AMZN,2019-02,ORIG_FULL_LR,2,0.5,0.5,0.0,0.26145143278404165,0.0,1.0,0.0,1.0,True
later,AMZN,2018-11,ORIG_TFIDF_SVM,60,0.5625,0.6166666666666667,0.14864362196288644,0.23222975497718135,0.6255787037037037,0.8333333333333334,0.2916666666666667,0.7833333333333333,False
later,AMZN,2018-12,ORIG_TFIDF_SVM,54,0.5375939849624061,0.46296296296296297,0.08193419066805777,0.24978438984344387,0.5721804511278196,0.7894736842105263,0.2857142857142857,0.7407407407407407,False
